大正新脩大藏經第 54 冊 No. 2135 梵語雜名


　　No. 2135

梵語雜名

　　翻經大德兼翰林待詔光定寺歸茲國沙門　禮言集

　　睿山沙門　真源較

　　有情身分

　　天　泥𭌯又素羅　deva蒪sura
　　善友　賀里也曩蜜怛羅　haryanamittra

　　夫　婆多(引)囉　bhatāra

　　婦　婆哩野(二合)　bharya

　　婦　婆(引)庾　bhāyu

　　族　矩囉　kura

　　眷屬　跛儞嚩羅　panivara

　　姓　剎怛囉　kṣatra

　　名　曩(引)麼　nāma

　　商　縛抳喏　vaṇija

　　同伴　薩賀(引)耶　sahāya

　　友　密怛羅　mittra

　　眾會　鉢喇沙地　praṣadhi

　　婚　尾縛(引)賀　vivāha

　　媒　怒底　ḍati

　　女夫　惹麼(引)怛羅(二合)　jamātra

　　奴　娜(引)娑　dāsa

　　婢　娜(引)枲　dāsi

　　師　烏波(引)儞也(二合)(和上也)　upādya

　　弟　始史　śiṣi

　　主　娑縛(引)㗚多　svārta

　　客　阿薩覩　asatu

　　貴　麼訶喇伽　mahāraga

　　賤　娑麼喇伽　samargha

　　平安　俱舍羅(亦善也)　kuśara

　　安穩　訖始(二合)麼　kṣima

　　吉　薩縛(二合)悉底　svasti

　　王　羅(引)惹　rāja

　　臣　跛怛哩　matri

　　達官　阿(引)莾底也　āmatya

　　大王　麼賀羅(引)惹　mahārāja

　　最大　麼賀　mahā

　　達官　三(去)麼多(去)　samata

　　第二　三(去)滿多(重)　samanta

　　太子　庾誐羅(引)惹　yugarāja

　　長者　疑叻賀鉢底　gṛhapati

　　舍人　滿怛𭋱　mantare

　　主　波底　mati

　　賤　注囉　cura

　　將軍　細曩波底軍主也　senapati

　　兵眾　迦怛縛(引)縛羅　katvāvara

