大正新脩大藏經第 54 冊 No. 2135 梵語雜名


　　No. 2135

梵語雜名

　　翻經大德兼翰林待詔光定寺歸茲國沙門　禮言集

　　睿山沙門　真源較

　　有情身分

　　天　泥𭌯又素羅　deva蒪sura
　　百姓　路(引)迦　loka

　　吠舍　吠舍也　vaiśaya

　　村邑　誐囉(二合)麼　grama

　　戍陀　戍捺羅　śudra

　　宰官　泥誐麼　degama

　　使　度多　dhuta

　　大臣　麼底也　matya

　　官司　羅(引)惹矩羅　rājakura

　　戰　庾怛遮(二合)　yutva

　　勝　儞囉爾(二合)多　jirjita

　　退　寧嚩栗多(二合)　nevartta

　　寺　尾賀(引)囉　vihāra

　　家　阿縛捨　avaśa

　　天廟　泥縛矩羅　devakura

　　出家　波吠(引)儞野　pavaidya

　　俗人　誐囉娑他　garasatha

　　醫師　吠儞也(二合)　vedya

　　讀　泥娑　desa

　　教　設娑怛羅(三合)　śastra

　　書　補薩多(二合)迦　pustaka

　　句　跛娜　pabha

　　經　蘇怛羅　suda

　　義　阿囉他(二合)　artha

　　紙　迦迦里　kakari

　　字　阿乞史(二合)囉　akṣira

　　墨　麼史　maṣi

　　筆　迦羅忙(半奇)　karama

　　孝　烏播迦羅　upakara

　　奉事　鉢羅麼曩迦里也　pramanakariya

　　侍　述路迦　śoka

　　盡　只怛羅　citra

　　書疏　𭐘迦　reka

　　寫　理棄多　likhita

　　教　始乞史(二合)尾　śikṣivi

　　學　始乞史(二合)多　śikṣita

　　懷孕　誐陛㗚尼(二合)　gabherṇi

　　生　㘃多　jata

　　三生　咥哩若底　trijati

　　婉　嚩(引)羅　vāra

　　老　嚩拏又惹囉　vaṇa蒪jara

　　病　弭也(二合)地　myadhi

　　差　娑縛悉底(二合)　svasti

　　死　母娜　muda

　　年　縛哩史(二合)　varṣi

　　年　薩嚩縒羅　svasara

　　月　莾(引)娑又戰捺羅　māsacandra

　　白分　戍迦攞(白)博乞史(二合)(分)　śukalapakṣi

　　黑分　訖里(二合)史拏(二合)博乞史(分)　kuṣṇapakṣi

　　正月　祖怛羅　cutra

　　二月　吠捨(引)佉　veśākha

　　三月　際史吒(二合)　jeṣṭa

　　四月　阿沙(引)荼　aṣāḍha

　　五月　室羅(二合)縛拏　śravaṇa

　　六月　跋捺羅(二合)婆娜　bhandravada

　　七月　阿濕嚩(二合)　aśva

　　八月　迦㗚底(二合)迦　karttika

　　九月　麼囉誐始羅　maragaśira

　　十月　布史(引)　pūṣi

　　十一月　娑誐又麼佉　sagamakha

　　十二月　頗攞遇抳　phalaguṇi

　　春　疑哩沙　gṛṣa

　　春正二月　縛娑多　vasanta

　　三四月　訖哩(二合)史麼(二合)　kṛṣma

　　秋　捨囉致　śaraṭi

　　夏五六月　縛哩沙囉(引)怛羅(二合)　variṣarātra

　　七八月

　　冬九十月　呬麼多　himata

　　十一十二月　始始羅　śiśira

　　日　儞嚩沙晝也　divaaḥ

　　剎那　揭沙曩　kṣana

　　食前　布羅縛(二合)賀拏　purvahaṇa

　　午時　麼馱也(二合)賀拏(二合)　madhyahṇa

　　日西已後　沙野(引)賀拏　ṣayāhaṇa

　　時　迦(去)攞　kāra

　　節　哩覩　ritu

　　今日　多縛儞也　tvanya

　　日　儞嚩　diva

　　昨　係爾　heni

　　今　阿爾　adi

　　明　戍以　śuyi

　　明日　涅務作那底曳　nimucaknatye

　　後分　鉢室旨半他麼　paścipaṃthma

　　後日　波羅戍以　praśuyi

　　旦　鉢羅(二合)捺哩(二合)沙　pradṛṣa

　　暮　尾迦攞又哆吒　vikala蒪taṭa

　　晝　儞嚩娑　divasaḥ

　　夜　囉(引)怛哩　rātri

　　中夜　末地也囉怛哩　maśyarattri

　　久　指羅　cira

　　災難　比拏嚩　piṇava

　　新　曩縛　nava

　　舊　布羅嚩(二合)又補囉曩　purva蒪pūrana

　　今　阿戶拏又阿儞也　ahuṇa蒪adya

　　今　三(去)鉢囉(二合)娜　saṃprada

　　城　曩誐囉　nagara

　　村　誐囉(二合)麼　grama

　　封　步(引)迦底(二合)　bhūkti

　　宅　誐囉　gara

　　宮　補羅　pūra

　　門　娜縛(二合)哩　ddhari

　　林　嚩泥　vane

　　園　烏儞也(二合)(引)曩又阿羅麼(亦蒙也)　udyanaarama

　　道　鉢娜他(二合)又末喇誐　pantha蒪marga

　　橋　細覩　setu

　　船　夜曩波怛上　yanapatra

　　馬車　囉他　rtha

　　車　舍迦他　śakatha

　　轝　庾誐　yuga

　　床　佉吒　khaṭa

　　座　阿(引)薩曩　āsana

　　井　矩波　kupa

　　世界　路迦馱(引)覩　rukadhātu

　　地　鉢里(二合)體尾又託史麼　pṛthivi

　　地　步(入)弭　bhumi

　　天神　泥縛多　devata

　　天宮　泥縛補羅　devapūra

　　虛空　阿迦(引)舍　akāśa

　　日　阿(引)儞底也(二合)　āditya

　　日　蘇哩也(二合)又婆薩迦　surya蒪bhaska

　　月　𤊕(引)弭

　　寒　(前已有之)

　　熱　(前已有之)

　　月　戰捺囉(二合)　candra

　　宿　諾察怛羅　nakṣatra

　　燈　儞播　dipa

　　星　曩(引)囉迦　nāraka

　　陰　車也　chaya

　　陽　阿路迦　aruka

　　月蝕　戰捺囉(二合)誐羅賀　cabhdragaraha

　　雲　銘伽　megha

　　風　婆庾　vayu

　　雨　縛羅底又縛紇沙底　varati蒪vakṣati

　　雪　係麼　kema

　　霜　覩沙(引)羅　tuṣāra

　　露　波嚕(二合)沙拏(二合)　prūṣka

　　霞　怛(引)畒嚕拏　tāmuruṇa

　　虹　印捺羅馱努　ibhdradhaṇu

　　霓　薩嚩拏哆　蜸ṇata

　　電　尾儞庾(二合)　vidyu

　　雷　誐羅惹(二合)哆　garjata

　　霹靂　尾女(而住反)縛吒(重)　vimyuvaṭṭa

　　陽炎　麼(引)哩制庾　māriceyu

　　塵　度哩　dhṛ

　　塵　曪惹　raja

　　光明　縛婆娑　vabhasa

　　闇　阿吐迦(引)羅　adhukāra

　　水　波(引)抳　pāṇi

　　水　烏娜迦　udaka

　　氷　覩女(而柱反)　tumyu

　　化　儞㗚咩哆　nirmeta

　　沫　比(去)拏　piṇa

　　聚　迷里　meri

　　散　尾鉢羅枳喇曩　viprakirana

　　泡　設那沒那　śanavuna

　　流水　縛拏播(引)泥　vaṇapāṇi

　　流　卒嚕哆　srāta

　　泉　曩尾又若囉　navijara

　　濁　迦沙　kaṣa

　　渠　鉢羅拏羅　praṇara

　　泉水　彥馱縛波抳　gandhavapānī

　　清水　鉢羅三(去)曩波(引)抳　prasanapānī

　　濁　攞抳怛跛抳　laṇitapānī

　　沙　縛嚕迦　varuka

　　泥　迦羅那(二合)麼　karnama

　　海　三(去)母捺羅(二合)娑誐羅　samudrasagara

　　池　布沙迦(二合)羅儞又娑羅曩　puṣkaranisrana

　　火　阿擬儞(二合)　agni

　　烟　度麼　dhuma

　　灰　婆薩麼　bhasma

　　焰　阿㗚制(二合)　arca

　　炭　阿(引)擬囉　āgira

　　樹　沒哩(二合)乞沙(二合)　vṛkṣa

　　華　補逝波　puṣpa

　　菓　頗羅　phara

　　根　母攞　mula

　　葉　鉢怛羅　pattra

　　枝　舍佉　śakha

　　皮　縛攞迦(二合)攞　valkala

　　蘃　計捨羅　kesara

　　嶺　始佉羅　śikhara

　　草　誐娑　ghasa

　　子　尾惹　vija

　　山　播囉嚩(二合)多　parvata

　　山　擬哩　giri

　　野　娜縛又阿吒尾　dava蒪aṭavi

　　峯　矩　ku

　　石　世攞　sela

　　土　半素　paṃsu

　　鳥　博乞史(二合)抳　pakṣiṇi

　　翅　博乞史(二合)　pakṣi

　　翅翎　博乞沙(二合)跛怛囉　pakṣipatara

　　尾　補㗚體(二合)　purthi

　　熟　播(引)迦　pāka

　　生　阿(引)麼　āma

　　趣　迦也六趣也　kaya

　　畜生　波戍又咥哩也遇庾儞　paśu蒪triyaguyuni

　　象　薩悉體多(二合)又誐惹　sasthita蒪gaja

　　牛　陛例(二合)娜　bhreda

　　特牛　誐麼　gama

　　𤙤牛　誐尾　gabi

　　水牛　麼呬沙　mahiṣa

　　駱駝　烏瑟吒羅　uṣṭra

　　驢　誐囉娜又誐羅　garada蒪gara

　　羖羊　囉他(二合)誐攞　rthagara

　　白羊　謎沙　meṣa

　　羖羊　縛迦攞　vakara

　　猪　蘇迦攞　sukara

　　狗　俱俱囉　kukura

　　騾　吠娑囉　vaisara

　　鹿　𭭷㗚　gṛga

　　馬　阿濕縛　aśva

　　草馬　縛拏尾　vaṇabi

　　乘　夜曩　yana

　　中國　麼馱也泥舍　madhyadeśa

　　邊地　鉢囉(二合)底也(二合)底迦　pratyatika

　　邊地人　宜例車　precha

　　處處　薩他泥　sthane

　　漢國　支那泥舍　cīnadeśa

　　天竺國　呬怒(上)泥舍　indudeśa

　　波斯　波(引)囉悉　pārasi

　　突厥　覩嚕娑迦又誐曩　trūsakagana

　　胡　蘇哩　sulī

　　罽賓　劫比舍也　karpiśaya

　　吠火　覩佉羅　tukhara

　　龜茲　俱支曩　kucīna

　　于闐　矯(引)㗚多(二合)曩　korttana

　　吐蕃　僕吒　bhuṭa

　　崐崘　儞波(引)多(重)攞　jipāttala

　　高麗　畒俱理　mukuri

　　烏長　烏儞也曩　udyana

　　摩伽陀國　摩誐娜尾沙野　magadabiṣaya

　　王舍　囉惹訖哩(二合)呬　rājakṛhi

　　舍衛　室囉(二合)縛悉地(二合)　śravasthi

　　迦毘羅城　迦尾攞縛娑多(二合)　kabilavasta

　　迦閃弭　迦閃弭囉　kaśamira

　　京師　矩畒娜曩　kumudana

　　吳　播囉縛娜　paravada

　　蜀　阿弭里努　amṛdu

　　神　係縛哆　hevata

　　鬼　步多　bhuta

　　天女　泥縛迦儞也　devakanya

　　鬼　比舍旨　piśaci

　　乾闥婆　彥達闥縛　gandharva

　　鳩槃荼　鳩滿拏　kumbhaṇa

　　夜叉　藥乞叉　yakṣa

　　羅剎　羅(引)察婆　rākṣa

　　阿修羅　阿素洛　asura

　　富單那　布單那　pūtaya

　　迦吒富單那　迦吒布單那　kaṭapū

　　緊那羅

　　摩睺羅伽　摩護羅誐　mahoraga

　　迦婁羅　[(薩-文+(立-一))/木]嚕拏　garuṇa

　　仙　哩始　riṣi

　　獸　沒里(二合)誐　mṛga

　　師子　枲伽　sīgha

　　虎　弭也(二合)竭囉　vyakara

　　鹿　捨麼攞　śamala

　　狼　嚕賀　ruha

　　犲　哩乞沙(二合)　rikṣa

　　狗　指怛羅(二合)　citra

　　兔　始始迦　ṣiṣika

　　鼠　母蔗迦　muṣaka

　　兇狼　曩矩攞　nakura

　　麝　迦薩吐(二合)囉　kastura

　　犀　佉作(上)　khaca

　　麞　賀哩拏　hariṇa

　　猴　麼迦羅　makara

　　猫　指吒羅　ciṭara

　　熊　縛囉賀　varaha

　　獺　烏捺羅(二合)　udra

　　狐　惹帽迦　jamaṅka

　　龍　曩誐　naga

　　鵝　賀捺娑(二合)　hadsa

　　鴨　阿膩　adi

　　龜　俱羅麼(二合)　kurma

　　蛤　戍吉底　śukti

　　螺　舍佉　śaṅkha

　　鼈　迦囉娑(二合)波　karcapa

　　魚　麼娑　masa

　　蛭　惹嚕迦　jaruka

　　蝦蟇　曼榒(尼曲反)迦　majoka

　　蟹　迦羅迦(二合)吒　karkaṭa

　　金翅鳥　[(薩-文+(立-一))/木]嚕拏(前已有之)　garuṇa

　　鳳　爾縛爾縛也　jvā揨ya

　　鷹　播(引)野細　pārasa

　　雀　折微迦　cabika

　　蝙輻　折羅麼折微迦　caramacabika

　　鵄　伊理迦又阿梨耶　irika蒪arya

　　鴿　播(引)羅縛多　pāravata

　　雞　矩羅俱(二合)吒　kukkuṭa

　　鷰　麼羅他(二合)伊　martai

　　鵲　迦囉(引)伊　karāi

　　烏　迦迦(去)(引)迦　kakāka

　　鸛　滯(引)矩　tyeku

　　鸖　嚕喏　ruja

　　孔雀　麼庾囉　mayura

　　雉　底底羅　titira

　　鴛鴦　折迦羅娑迦　cakaraska

　　雁鷗　俱嚕闥(上)　krodha

　　鸚鵡　戍迦　śuka

　　蟲　鉢囉(二合)拏　praṇa

　　虵　薩跛　sapa

　　蝎　沒里(二合)室制迦　mṛśveka

　　蠅　麼乞史(二合)　makṣi

　　蜂　麼乞史(二合)迦　makṣika

　　蟬　質羅(重)　cirra

　　䖟　娜娜娑　dadasa

　　蜘蛛　句里也　korya

　　鼠　婦佉羅　

　　螢火　佉儞曳(二合)多迦　khanyetaka

　　蚯蚓　嚕弭蘇折迦　rumisucaka

　　螻蛄　榒(尼曲反)沙　joṣa

　　𧏙蜋　訖里(二合)瑟拏(二合)娑婆羅麼蘇折迦　kṛṣkasabhuramasucaka

　　蟻子　比辟里迦　pipṛka

　　幾　里乞史(二合)　rikṣi

　　虱　庾舍　yuśa

　　蚤　比數迦　piṣuka

　　壁虱　滿戍拏　maṃśuṇa

　　棗　悉止　sici

　　樹　沒力訖沙　mṛkṣa

　　杏　阿(引)舍儞矩　āśaniku

　　桃　阿(引)嚕　āru

　　李　尾囉細曩　birasena

　　梨　吒那娑　ṭanasa

　　柰　比㘑縛多　prevata

　　石榴　娜捻(儞屈反)麼　dadima

　　白楊　阿(引)[(雪-雨+匕)*ㄆ]拏縛(二合)　āṣṇava

　　青桐　怛里(二合)跛哩抳(二合)　triparṇi

　　胡桃　阿乞弭(二合)囉　akmira

　　柳　制多沙　cetaṣa

　　黃桐　波吒攞　paṭara

　　柿　底孕覩娑　tyaṃtusa

　　松　止拏　ciṇa

　　栢　鉢那麼迦　panamaka

　　槐　羅瑟吒(二合)　raṣṭa

　　苦楝　溺縛　dhaḥva

　　枇杷　覩怛婆(二合)那(引)毘　tutbhanābi

　　蓮　鉢納麼　padma

　　藕　摩哩拏(引)攞　mariṇāla

　　荊　建折迦　kaṃcaka

　　藥　毘[(雪-雨+匕)*ㄆ]社　bhaiṣajya

　　蒲桃　捺羅(二合)乞史　drakṣi

　　𦬔　止毘拏　cibiṇa

　　菱　舍哩(二合)虎吒迦　śṛhoṭaka

　　甘𧀹　壹乞芻(二合)　ikṣu

　　烏麻　底攞　tila

　　麻　傍(上)誐　vaṅga

　　蔓菁　遇遇嚕　guguru

　　葵　素韈者羅　suvacara

　　苦菜　迦者麻(引)指　kacamāci

　　苽　囉曀　rae

　　苜蓿　薩止(二合)薩多(二合)　svista

　　冬苽　禁滿拏　kimaṇa

　　䓗　波攞拏　palaṇa

　　蒜　攞戍曩　laśuna

　　藥　(前已有之)

　　大黃　鉢納麼(二合)者哩　padmacari

　　天門冬　舍多(引)縛哩　śatāvari

　　黃精　乞施(二合)囉迦(去)罽微　kṣirakākebi

　　地黃　辟多波者　pitapaca

　　昌蒲　縛者　vaca

　　𦾧蕷　瞢誐縛㗚膩(二合)　maṅgavarṇi

　　菊　捺羅(二合)縛拏　dravaṇa

　　甘艸　麼度野瑟置　madhuyaṣṭi

　　牛膝　阿波麼囉誐(二合)　apamarga

　　蒺䔧　矯乞[卄/(雪-雨+(雪-雨))](二合)囉　kākṣura

　　枸杞　烏背娜麼　upaidama

　　升麻　訖里(二合)瑟拏(二合)　kṛṣṇa

　　[木*(尤-尢+升)]　沒嚕　vrū

　　訶梨勒　賀唎怛繫　hlatake

　　毘醯勒　尾吠怛迦　bivetaka

　　菴摩勒　阿摩攞迦　amalaka

　　薑　阿捺囉迦　adraka

　　乾薑　室哩(二合)誐吠囉　śrīgavera

　　胡[木*(尤-尢+升)]　摩哩者　mṛca

　　畢鉢　比鉢理　pipṛ

　　香附子　母薩怛(二合)迦　mustaka

　　菁蘘　波橎吒　papaṭa

　　酢草　只泥誐(二合)理　cidgali

　　縮砂蜜　素乞史(二合)謎囉　sukṣimera

　　秦膠　怛囉耶麼拏　tramaṇa

　　沙磄　遇怒　gunu

　　戎鹽　細馱滿　sedhamaṃ

　　烏鹽　訖里(二合)瑟拏(二合)攞縛拏　kuṣṭalavaṇa

　　弓　馱怒沙　dhanuṣa

　　箭　劒(引)努　kāṇu

　　幡　波哆迦　pataka

　　射　乞施(二合)波　kṣipa

　　棑　頗曩　phana

　　太刀　竭誐　kharga

　　刀　阿庾馱　āyudha

　　錐　阿囉　ara

　　刀子　㗚唎也(二合)　rirya

　　鎌　娜怛嚂　datraṃ

　　矟　誑(上)多　

　　槊　幡捨　paśa

　　戟　怛力戍攞　triśola

　　斫　嗔(上)馱　cchinda

　　旗　計都　kātu

　　傷　乞史多　kṣita

　　囊　吠瑟致多　veṣṭita

　　幢　馱縛(二合)若　ddhaja

　　甲　三(去)曩(引)賀　sanāha

　　旗纛　始誐　śiga

　　幢　計覩　ketu

　　鏾鑑　沙攞婆嚕　ṣalabharu

　　鞭　攞哆　lata

　　杖　攞矩吒　lakuṭa

　　輪　桾都又斫訖囉　kuntu蒪cakra

　　棑　頗囉　phara

　　𮈓　沙訶茗捨　ṣabhameśa

　　越斧　跛羅戍　paraśu

　　斧　矩蛇囉(重)　kuṭarra

　　綱　喏攞　jala

　　鉤　鴦俱者　aṅkuśa

　　繩　囉日乳　rajju

　　羂索　播(引)捨　pāśa

　　鐵槍　設薩怛囉(二合)計攞　śasatrakela

　　輪　斫羯囉(前已有之)　cakra

　　枷　矩娜拏　kudaṇa

　　鏁　儞誐主　nigacu

　　械　賀柅　haṇi

　　冑　儞佉縛(二合)多　nikhvata

　　鈴　建迦抳　kaṃkaṇi

　　竄　設羯底(二合)　śakti

　　螺　(前已有之)

　　鼓　陛哩又云娜覩　bheridatu

　　鑺　迦柅怛囉(二合)　kaṇitra

　　鋸　迦羅波怛羅　karamatra

　　鑿　寧賀儞　nehani

　　器　婆(去)(引)惹　bhāja

　　盤　係攞　kala

　　盌　迦(去)(引)柱囉　kāṭura

　　杓　者柱　caṭu

　　匙　迦攞(引)指迦　kalācika

　　瓶　矩邏攞　kurala

　　瓫　迦攞始　kalaśi

　　大瓫　始攞　śila

　　瓫　矩盤　kubhaṃ

　　盆　拏攞　ṇara

　　𣶶鑵　矩抳又云羯囉迦　kuṇḍakaraka

　　齒木　娜哆家瑟姹　datakaṣṭa

　　釜　賀柅　haṇi

　　鐺　迦囉呬　karahi

　　鉢　鉢怛羅(二合)　pattra

　　舍　伽羅　gra

　　酸棗　縛娜羅　vadara

　　墻　鉢嚩(二合)迦羅　prakara

　　柱　毘底又云薩耽(二合)婆　bitistambha

　　椽　迦里孕舍　karyaṃśa

　　梁　縛娜舍(二合)　vadśa

　　砌　囉縛曩　ravana

　　門　娜縛(引)囉　ddhāra

　　門扉　娜縛(二合)囉怛囉　ddharatra

　　開　室囉底　śrūti

　　閇　印捺羅(二合)計攞迦　ibhdrakelaka

　　庭　阿疑誐曩　agigana

　　甎臺　頻吒　bhiṇṭa

　　鏁　商羯羅又怛羅　śaṅkara蒪tra

　　鑰匙　閇疑(二合)怛羅　pgitra

　　基　弭拏　miṇa

　　洋階　栗體迦　rthika

　　園　怛羅(二合)儞也曩又云阿囉(引)麼(前有之)　tradyanaarama

　　佛堂　設怛縛(二合)矩里　śatvakuri

　　經堂　達麼矩理　dharmmakuri

　　殿　𧃯馱矩吒(此云香殿臺也舍義甬義臺義)　gandhakuṭa

　　浮圖　素覩波　stubha

　　像　鉢羅底麼　pratimā

　　塔　制怛里(二合)　cetṛ

　　庫　彥喏　gaṃja

　　藏　句捨又比吒迦　kuśa蒪piṭaka

　　倉　句瑟耻　kuṣṭi

　　店　鉢羅娑羅　prasara

　　市　賀吒　haṭa

　　道場　菩提曼拏攞　voddhimaṇḍala

　　椻　曼乳沙　maṃjuṣa

　　蓋　跛怛攞　patra

　　衣　至縛羅　cīvara

　　扇　薩迦捺嚩　skadava

　　閣　迦訶　kaha

　　驛　娑頗(二合)曩舍攞　sphanaśala

　　衣　縛薩怛羅　vastra

　　𥘎　矩羅覩　kuratu

　　袴　怛參(二合)他耶　tsanthaya

　　褌　者攞曩又云禁銘曩　calanakimena

　　腰帶　跋捺羅　bhadra

　　長被　捨(引)羅　śāra

　　裙　舍吒迦　śaṭaka

　　瓶　迦羅迦　karaka

　　靴　迦縛史　kavaṣi

　　釧　迦知(上)　kaṭi

　　袋　鉢羅世縛　praseva

　　耳璫　迦囉拏(二合)縛㗚拏　karṇavarṇa

　　瓔珞　訶藍　haraṃ

　　臥具　世耶那薩喃　śeyanāsanaṃ

　　倚帶　阿也鉢吒　ayapaṭa

　　寶　建始　kaṃśi

　　𩒐　縛㗚拏　varṇa

　　鬘　麼(引)攞　māla

　　冠　目矩吒　mukuṭa

　　帷幔　葉摩尼

　　[厂@復]　波怒　panu

　　箱　閇怛囉囉　metra

　　箸　波哩賀也(二合)　parihya

　　脫　砒(去)拏　piṇa

　　置　闥尾　dhati

　　鏡　阿娜喇捨　adarśa

　　蓋　車怛羅(前有之)　cchaḥttra

　　裹　散縛㗚底哆　saṃvartita

　　盛　縛哩多又婆囉拏　vartabharaṇa

　　乾　戍沙迦(二合)　śuṣka

　　濕　阿捺囉(二合)　adra

　　炙　怛吠(無背反)　tavai

　　巢　阿羅野　araya

　　舍　疑叻訶　gṛha

　　廳　跛舍攞　paśala

　　窟　彥(引)婆　gambha

　　孔　嗔(上)捺囉(二合)　cchibhdra

　　厨　婆迦底(二合)捨理　bhaktiśali

　　廁　縛折矩理　vacakuri

　　樓閣　候麼曩　komana

　　樓　迦麼　kama

　　帳轝　蒲莫迦　bumaka

　　磑　焰怛囉(二合)　yaṃtra

　　杖　野瑟徵(二合)　yaṣṭi

　　鞭　乞施(二合)波　kṣima

　　瓦　迦波羅又云舍囉縛　kamaraśarava

　　梯　始尼　ciṇi

　　机　庇柅　piṇi

　　器　婆喏曩　bhājana

　　拂　縛(引)羅弭也制曩　vāramyacena

　　旋歷　沒羅(二合)麼　brama

　　動　劒波底又云婆者羅　kaṃpati蒪bhacara

　　跳　波補攞　papula

　　屈　吠膩　vedi

　　纏　波里尾瑟吒　paribiṣṭa

　　申　鉢囉(二合)娑疑　prasagi

　　仰著　烏怛(引)曩　utana

　　覆著　阿那　ana

　　倒　波底多　patita

　　破　婆誐　bhaga

　　拋　車拏　chaṇa

　　厭　阿縛瑟吒(二合)　avaṣṭa

　　飛　攞縛底又云佉誐者羅拏又云阿(引)迦舍誐麼曩　lavatikhagacaraṇaākaśagamana

　　洗　薩那(二合)(引)多　snāta

　　濯　鉢囉訖沙門史　prakṣamuṃṣi

　　浮　波曬(二合)縛　pṣeva

　　曬　素沙拏　suṣṇa

　　滌鉢　鉢囉揭沙抳也　prakaṣaṇiya

　　鑽　波贊　pacaṃ

　　剌　占(上)波　caṃpa

　　堅　娑羅　sara

　　脆　訖陵(二合)(上)多　kṛnta

　　雜　阿(引)計㗚拏(二合)　ākerṇa

　　樂　尾[□@長]步底又云馬瑳縛　vibhutimacava

　　慳　路婆　lobha

　　懊惱　指多(去)疵拏　cittapiṇa

　　須臾　乞沙(二合)拏剎那也　kṣana

　　涌　奧曩(重)賀　onnaha

　　波　烏怛麼(二合)　utma

　　沸　迦姹多　kaṭata

　　左　縛(引)麼　vāma

　　右　娜乞史(二合)拏(亦南也)　nakṣiṇa

　　前　阿誐囉(二合)多　agrata

　　後　娜比吒(二合)多　dapṭata

　　漂　跛柅寧娜　panīneda

　　溺　跛柅賀囉　panīhara

　　險隘　尾沙麼　biṣama

　　讚　阿拏鉢羅(二合)舍娜娑(二合)　aṇapraśadsa

　　詈　誐(引)理　gāri

　　輕毀　波哩步多　paribhuta

　　為去　舍那迦　śanaka

　　戲　波哩賀沙也(二合)　parihaṣya

　　抃　吠娜哩　vedari

　　長　滯(他制反)瑟吒(二合)　jyeṣṭa

　　幼　羯知沙　kaṭiṣa

　　兄　滯瑟吒(二合)婆羅(二合)多　jyeṣṭatrabhrata

　　弟　迦怛麼婆囉多　katmabhrata

　　叔伯二名　比怛𭐘(二合)　pitre

　　伯　滯(准上)瑟姹(二合)比怛𭐘(二合)　jyeṣṭapitre

　　叔　迦知比怛𭐘　kaṭipitre

　　祖母　比多麼呬　pitamahi

　　外祖母　麼多麼呬　matamahi

　　阿嫂　滯(去)瑟姹(二合)波羅(二合)爾　jyeṣṭabhrani

　　弟婦　迦知婆羅(二合)爾　kaṭibhrani

　　甥　多誐泥也　taganeya

　　翁　比咥哩也　pitriya

　　舅　麼覩攞　matula

梵語雜名(終)


